Data
1.77E+00
1.78E+00
8.61E+00
2.92E-11
1.84E+00
1.29E+19
7.40E+00
7.18E+00
0.047921605
12694.04688
12689.56836
5.15E+13
1.84E+00
1.10E-08
4.05E-11
9.00E+04
5.24E-08
2.82E+00
2.67E-06
2.47E+00
4.15E-08
1.62E-10
9.46E+00
0.000168834
0.000672135
3.78E+00
1.87E+00
0.001953125
512.5322876
2.52E+00
4.48E+00
2.94E+00
2.35E+00
4.70E+00
4.48E+00
4.70E+00
9.63E+00
4.48E+00
4.48E+00
4.11E+00
2.94E+00
5.64E+00
7.05E+00
4.70E+00
5.26E+00
4.70E+00
1.54E+00
4.48E+00
7.05E+00
2.42E+00
5.88E+00
2.44E+00
7.05E+00
2.35E+00
4.48E+00
4.48E+00
4.48E+00
4.48E+00
4.48E+00
4.48E+00
4.48E+00
4.48E+00
2.94E+00
4.70E+00
2.35E+00
4.48E+00
5.88E+00
2.45E+17
2.30E+00
3.63E+13
1.15E+00
9.14E+12
4.59E+00
1.63E+14
5.74E+00
2.56E+12
2.30E+00
2.30E+00
2.30E+00
4.21E+19
2.30E+00
2.30E+00
1.08E+00
4.59E+00
4.59E+00
2.68E+00
4.59E+00
3.77E+13
2.30E+00
1.43E+00
3.83E+19
1.43E+00
1.43E+00
3.83E+19
1.43E+00
1.68E+14
4.59E+00
1.15E+00
2.65E+00
1.15E+00
1.15E+00
7.78E+00
5.74E+00
2.79E+00
1.15E+00
2.89E+00
1.15E+00
1.15E+00
1.15E+00
1.15E+00
1.10E+00
1.15E+00
1.84E+00
2.91E-14
1.84E+00
1.84E+00
1.11E+00
2.30E+00
3.59E+00
4.32E+00
3.59E+00
1.50E+00
3.59E+00
4.48E+00
4.32E+00
4.48E+00
1.18E+00
4.48E+00
6.03E+00
8.97E+00
5.06E+00
6.03E+00
8.97E+00
2.35E+00
6.24E+00
6.03E+00
8.97E+00
9.41E+00
9.40E+00
5.06E+00
9.41E+00
9.40E+00
9.40E+00
3.12E+00
9.41E+00
9.40E+00
3.85E+00
4.41E+00
2
2
2
9536
1.50E+00
9.40E+00
144
2.52E+00
2
2.52E+00
2.52E+00
7.17E+00
3.17E-08
1.47E+00
0
3.85E+00
2.55E+00
3.67E+00
3.85E+00
1.08E+00
2
1.50E+00
2
9.92E+00
2
9664
7.35E+00
3.59E+00
7.42E+00
2.94E+00
2
1.50E+00
3.85E+00
7.51E+00
1.15E+00
1.15E+00
2.25
5.74E+00
1.33E+00
5.74E+00
5.74E+00
5.74E+00
1.74E+00
1.15E+00
9.07E+12
1.15E+00
5.07E-07
1.15E+00
1.15E+00
1.15E+00
1.15E+00
2.125
1.15E+00
1.15E+00
1.15E+00
2.40625
1.15E+00
1.43E+00
1.43E+00
1.43E+00
4.23E+00
2.94E+00
2.94E+00
2.94E+00
2.94E+00
2.94E+00
2.92E+00
1.84E+00
1.84E+00
1.56E+00
1.84E+00
2.30E+00
2.30E+00
2.30E+00
7.05E+00
3.59E+00
1.50E+00
1.50E+00
3.59E+00
1.50E+00
3.13E+00
3.59E+00
4.48E+00
1.18E+00
1.18E+00
4.48E+00
1.18E+00
4.32E+00
4.48E+00
6.03E+00
8.97E+00
2.35E+00
6.24E+00
2.27E+00
4.59E+00
2.30E+00
2.30E+00
2.27E+00
4.59E+00
2.30E+00
2.30E+00
2.27E+00
4.59E+00
2.30E+00
2.30E+00
2.30E+00
2.30E+00
2.30E+00
2.30E+00
2.35E+00
6.24E+00
6.03E+00
8.97E+00
2.35E+00
6.24E+00
1.06E+16
6.03E+00
8.97E+00
2.30E+00
2.30E+00
9.41E+00
9.40E+00
9.40E+00
3.12E+00
1.84E+00
9.55E+00
5.74E+00
4.67E+00
1.84E+00
9.55E+00
5.74E+00
4.67E+00
1.84E+00
9.55E+00
5.74E+00
4.67E+00
5.74E+00
4.67E+00
5.74E+00
4.67E+00
9.40E+00
3.12E+00
9.41E+00
9.40E+00
9.40E+00
3.12E+00
1.21E+00
9.41E+00
9.40E+00
5.74E+00
4.67E+00
2.30E+00
7.20E+00
2.30E+00
2.30E+00
2.30E+00
4.15E+13
5.74E+00
2.32E+12
1.15E+00
9.28E+12
2.52E+00
4.59E+00
1.21E+00
4.59E+00
4.59E+00
8.97E+00
641728512
3.59E+00
2.35E+00
2.109375
2.52E+00
2.52E+00
7.35E+00
9895936
5.74E+00
1.15E+00
2.35E+00
2.65E+00
2.52E+00
2.52E+00
9529458688
3.59E+00
8.97E+00
2.43E+18
1.10E+00
2.64E+00
6.24E+00
1.69E+00
0
5.88E+00
5.88E+00
2
1.18E+00
1.18E+00
8.1875
2.35E+00
1.08E+00
2304
0
1.50E+00
6.07E+00
2
2.94E+00
2.94E+00
2.52E+00
1.76E+00
1.18E+00
4.05E+00
9.18E+00
1.18E+00
1.18E+00
2.35E+00
2.47E+00
0
5.88E+00
1.40E+00
5.97E+00
3.06E+00
1.50E+00
1.43E+00
1.18E+00
3.22E+00
5.88E+00
4.59E+00
1.18E+00
2.87E+00
5.90E+17
1.50E+00
9.40E+00
9.40E+00
8.97E+00
1.79E+00
2.35E+00
1.79E+00
6.64E+00
5.88E+00
1.84E+00
9.40E+00
1.43E+00
1.79E+00
9.41E+00
2.35E+00
1.04E+19
5.88E+00
1.50E+00
1.50E+00
1.18E+00
1.79E+00
4.52E+00
4.59E+00
1.19E+00
5.88E+00
35651584
9.40E+00
1.18E+00
3.05E+00
1.10E+00
1.88E+00
8.000007629
1.20E+00
512
2.80E+00
3.87E+00
3.68E+00
1.91E+00
3.92E+00
2.94E+00
1.12E+00
5.98E+00
1.34E-07
1.08E+00
1.54E+00
2.125248194
2.78E-17
2.53E+15
2.52E+00
2.82E-17
2.24E+00
5.00E-16
5.61E+00
1.48E+00
2.45E+00
3.14E+00
2.52E+00
2
5.51E+00
1.21E+00
2.77E+00
2.33E+00
1.69E+00
9.86E+00
5.72E+14
4.56E+00
1.22E-07
2.47E+12
0.154976815
4.82E+17
1.25E+00
9297383424
9218.021484
2.07E+00
4.72E+15
9.90E+12
6.35E+00
1.42E+14
1.54E+00
2.75E+00
1.42E+14
6.02E+00
1.80E+00
1.42E+14
6.02E+00
9.61E+18
1.42E+14
1.54E+00
2.125
4.44E+00
1.84E+00
7.35E+00
1.73E+00
5.15E+00
4.15E+19
1.25E+00
1.82E+20
4.44E+00
1.07E+15
8.87E+00
3.56E+00
1.43E+00
4.44E+00
5.17E+00
3.17E+00
5.51E+00
2.14E+00
4.44E+00
1.07E+15
1.04E+00
5.05E+00
1.87E+00
4.44E+00
1.47E+00
35389440
1.43E+00
1.43E+00
1.43E+00
4.26E+00
2.24E+00
4.47E+00
1.18E+00
2264924160
2.89E+00
1.47E+00
2.43E+18
2.87E+00
5.80E+11
1.08E+00
4.49E+00
2.52E+00
1.00E+04
1.79E+00
2.86E+00
5.88E+00
1.66E+00
8.97E+00
7.99E+00
5.88E+00
1.66E+00
7.17E+00
1.19E+00
3.59E+00
2.66E+00
1.18E+00
2533359616
1.43E+00
4.76E+00
2.87E+00
1.70E+00
5.88E+00
566231040
1.85E+00
1.84E+00
4.15E+00
9.18E+00
1.08E+00
1.08E+00
2.94E+00
2.94E+00
1.47E+00
1.32E+00
