Data
1.77E+00
1.78E+00
8.61E+00
4.45E+00
1.81E+00
7.18E+00
0.047921605
12694.04688
12689.56836
5.15E+13
1.84E+00
1.10E+00
4.19E+00
9.00E+00
5.24E+00
2.82E+00
2.67E+00
2.47E+00
4.15E+00
1.62E+00
9.46E+00
1.04E+00
0.000687409
3.78E+00
1.87E+00
0.001953125
512.5322876
2.52E+00
4.48E+00
2.94E+00
2.35E+00
4.70E+00
4.48E+00
4.70E+00
9.63E+00
4.48E+00
4.48E+00
4.11E+00
2.94E+00
5.64E+00
7.05E+00
4.70E+00
5.26E+00
4.70E+00
1.54E+00
4.48E+00
7.05E+00
2.42E+00
5.88E+00
2.44E+00
7.05E+00
2.35E+00
4.48E+00
4.48E+00
4.48E+00
4.48E+00
4.48E+00
4.48E+00
4.48E+00
4.48E+00
2.94E+00
4.70E+00
2.35E+00
4.48E+00
5.88E+00
2.45E+17
3.85E+00
134
1.08E+00
3.87E+00
2.52E+00
1.08E+00
0
1.00E+00
2
2.80E+00
1.08E+00
2.52E+00
8.375
2.52E+00
0
150
1.08E+00
1.08E+00
4.21E+19
2.52E+00
2.52E+00
4.21E+19
1.08E+00
1.08E+00
4.21E+19
2.52E+00
2.52E+00
4.21E+19
1.08E+00
1.08E+00
2.21875
2.52E+00
2.52E+00
2.21875
1.08E+00
1.08E+00
2.21875
2.52E+00
2.52E+00
2.21875
1.08E+00
2.28125
1.08E+00
2.52E+00
2.28125
2.52E+00
9920
2
35584
0
1.08E+00
149
2
1.08E+00
6.44E+00
9984
2
2.30E+00
6.95E+00
4.59E+00
3.10E+00
4.59E+00
5.74E+00
5.74E+00
9.41E+12
1.15E+00
4.59E+00
1.15E+00
1.15E+00
9.41E+12
1.15E+00
4.59E+00
1.84E+00
1.84E+00
4.59E+00
3.59E+00
3.59E+00
4.59E+00
4.48E+00
4.48E+00
4.59E+00
6.03E+00
8.97E+00
6.03E+00
8.97E+00
4.59E+00
9.41E+00
9.40E+00
9.41E+00
9.40E+00
2
2
2
2
9.18E+00
2
2.52E+00
2.52E+00
2.52E+00
2.52E+00
9472
0
34048
1.79E+00
3.67E+00
2.35E+00
2.54E+00
5.61E+00
1.12E+00
3.09E+00
4.48E+00
2.94E+00
8589934592
1.35E+00
2.80E+00
7.35E+00
4.86E+00
2.80E+00
2.94E+00
4.28E+00
1.79E+00
5.61E+00
2
9.40E+00
5.61E+00
1.13E+00
2.24E+00
7.35E+00
2.60E+00
2.52E+00
1.79E+00
7.35E+00
10066329600
1.15E+00
1.15E+00
4.27E+19
1.15E+00
1.15E+00
1.15E+00
1.15E+00
5.74E+00
2.54E+12
5.74E+00
1.33E+00
5.74E+00
1.15E+00
1.15E+00
1.15E+00
1.15E+00
4.58E+19
1.15E+00
1.15E+00
2.171875
1.15E+00
1.15E+00
1.15E+00
1.15E+00
1.15E+00
1.15E+00
1.15E+00
1.15E+00
2.046875
1.15E+00
1.15E+00
1.15E+00
1.15E+00
1.15E+00
1.15E+00
1.95E+00
1.15E+00
1.43E+00
1.43E+00
1.43E+00
4.23E+00
2.94E+00
2.94E+00
2.94E+00
2.94E+00
1.65E+00
1.84E+00
1.84E+00
1.84E+00
9.18E+00
1.84E+00
2.30E+00
2.30E+00
2.30E+00
2.30E+00
2.30E+00
7.86E+00
1.50E+00
3.59E+00
1.50E+00
3.59E+00
1.50E+00
1.50E+00
3.59E+00
1.50E+00
1.04E+00
3.59E+00
1.18E+00
4.48E+00
1.18E+00
4.48E+00
1.18E+00
1.18E+00
4.48E+00
1.18E+00
7.59E+00
4.48E+00
2.35E+00
6.24E+00
6.03E+00
8.97E+00
2.35E+00
6.24E+00
6.03E+00
8.97E+00
2.35E+00
6.24E+00
2.30E+00
2.30E+00
2.27E+00
4.59E+00
2.30E+00
2.30E+00
2.30E+00
2.30E+00
2.27E+00
4.59E+00
2.30E+00
2.30E+00
2.27E+00
4.59E+00
2.35E+00
6.24E+00
6.03E+00
8.97E+00
2.35E+00
6.24E+00
0.008789063
6.03E+00
8.97E+00
2.30E+00
2.30E+00
9.40E+00
3.12E+00
9.41E+00
9.40E+00
9.40E+00
3.12E+00
9.41E+00
9.40E+00
9.40E+00
3.12E+00
5.74E+00
4.67E+00
1.84E+00
9.55E+00
5.74E+00
4.67E+00
5.74E+00
4.67E+00
1.84E+00
9.55E+00
5.74E+00
4.67E+00
1.84E+00
9.55E+00
9.40E+00
3.12E+00
9.41E+00
9.40E+00
9.40E+00
3.12E+00
1.86E+00
9.41E+00
9.40E+00
5.74E+00
4.67E+00
1.15E+00
2.73E+00
1.47E+00
5.61E+00
8.97E+00
8.97E+00
8.97E+00
8.72E+00
2.35E+00
8.97E+00
2.35E+00
8.97E+00
2.35E+00
8.97E+00
2.35E+00
8.97E+00
2.52E+00
2.94E+00
2.94E+00
3.59E+00
2.52E+00
2.52E+00
1.15E+00
8.6875
5.74E+00
5.74E+00
5.74E+00
5.74E+00
2.52E+00
604
2.52E+00
2.80E+00
7.35E+00
7.35E+00
7.35E+00
7.35E+00
0.031982422
7.35E+00
7.35E+00
7.35E+00
7.35E+00
5.74E+00
7.62E+00
1.12E+00
2.94E+00
2.94E+00
1.08E+00
7.35E+00
1.79E+00
7.35E+00
1.17E+00
7.35E+00
1.79E+00
1.81E+00
9.99E+00
1.17E+00
9.99E+00
1.17E+00
9.99E+00
1.17E+00
9.99E+00
1.17E+00
2.52E+00
2.52E+00
2.25
2.94E+00
1.08E+00
2.80E+00
7.35E+00
7.17E+00
1.08E+00
3.14E+00
5.11E+00
2.30E+00
2.52E+00
1.12E+00
3.59E+00
2.30E+00
3.59E+00
2.30E+00
3.59E+00
2.30E+00
3.59E+00
7.58E+00
1.12E+00
7.58E+00
1.14E+00
7.58E+00
3.59E+00
2.75E+00
7.35E+00
3.59E+00
7.35E+00
1.12E+00
7.35E+00
1.12E+00
7.35E+00
1.12E+00
7.35E+00
1.12E+00
1.17E+00
5.32E+00
0
1.84E+00
3.05E+00
0
1.17E+00
0
8.82E+00
1.00E+00
8.83E+00
3.91E+00
8.83E+00
1.56E+00
4.54E+00
8.82E+00
1.00E+00
8.82E+00
1.00E+00
8.82E+00
1.00E+00
8.82E+00
1.00E+00
8.82E+00
1.00E+00
5.88E+00
8.97E+00
8.97E+00
5.88E+00
1.76E+00
1.79E+00
1.18E+00
0
6.37E+20
2
2
4.48E+00
4.48E+00
2.94E+00
5.74E+00
2
8384.001953
2.05E+00
4.48E+00
4.48E+00
5.53E+00
1.50E+00
2.24E+00
2.24E+00
1.47E+00
4.59E+00
0
0
5.88E+00
7.11E+00
2
2
1.15E+00
4.71E+00
1.18E+00
8.97E+00
2.35E+00
2.35E+00
2.69E+00
2.35E+00
1.18E+00
2.35E+00
2.35E+00
8.97E+00
2.35E+00
2.35E+00
5.61E+00
5.38E+00
2.35E+00
5.61E+00
8.3125
5.88E+00
5.74E+00
2.35E+00
2.015625
2.35E+00
2.71E+00
1.47E+00
2.35E+00
1.47E+00
9.18E+00
1.47E+00
2.66E+00
0
2.37E+00
5.88E+00
0
3.85E+00
5.74E+00
5.05E+00
5.74E+00
5.74E+00
5.74E+00
3.67E+00
5.74E+00
5.74E+00
3.67E+00
